ID do Documento;Título Original do Artigo;Autores;Ano de Publicação;Periódico/Conferência;URL/Link para o Artigo (SCOPUS/DOI);String de Busca SCOPUS Utilizada;Caminho do Arquivo de Texto Extraído (.txt);Resumo Gerado pela IA (Gemini);Categorias Atribuídas pela IA (Gemini);Relevância Manual (S/N/Parcial);Notas/Comentários Manuais;Palavras-chave do Autor;Abstract Original;Status de Leitura;Prioridade;PDF Disponível?
Do-we-have-time-for-democracy;Do we have time for democracy? Climate action and the problem of time in the Anthropocene;"Ejsing, Mads; Tønder, Lars; Jensen, Ingrid Helene Brandt; Hansen, Janus";2025;Anthropocene Review;https://doi.org/10.1177/20530196241279564;snowballing Making-time-for-soil;;;;;;;The urgency of climate change has brought democracy to a critical juncture. Existing democratic systems struggle to address the pressing time frames required for effective climate action. This article explores a fundamental shift in temporal orientation caused by climate change. Democracy’s linear and progressive image of time clashes with the expanding scales of temporality, encompassing both planetary and microscopic processes. More specifically, the article examines the theoretical links between democracy, climate change, and time in the Anthropocene through empirical engagements with the climate politics associated with deliberative assemblies, community organizing, and activist movements. The core argument is that within these democratic innovations, new future-oriented responses to the crises are beginning to emerge. These innovations experiment with extending democracy’s temporal image beyond its conventional boundaries, paving the way for a multi-trajectory democratic politics. The article concludes by discussing the tensions and potential consequences of these democratic practices, ultimately arguing in favor of a multiple and layered understanding of democratic time that extends beyond distinctly human temporalities. © The Author(s) 2024.;;;
Starting-with-trees;Starting with trees: Between and beyond environmental education;"Kraftl, Peter; Ambreen, Samyia; Armson, David; Badwan, Khawla; Curtis, Elizabeth; Pahl, Kate; Schofield, J. Edward";2025;British Educational Research Journal;https://doi.org/10.1002/berj.4099;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Starting-with-trees.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;This paper explores learning about environments with a focus on starting with trees. The paper examines children and young people's perceptions of and engagement with trees, as part of a large grant that sought to examine the dis/benefits of trees for children's lives and learning. In this paper, we attempt to move beyond notions of ‘education for sustainability’ in that we start with knowledges generated with trees. We are concerned that current educational discourses tend to incorporate extractivist perspectives. They also focus on humans rather than the inseparability of the natural world from the human experience as a starting point for research. The paper is based on a large-scale, transdisciplinary, UK-based project, rooted in in-depth, co-produced research with a total of 545 children and young people, across multiple primary and secondary schools in England and Scotland. The paper begins and exemplifies a new conversation about what starting with trees might enable for studies of education and childhood. We propose the concepts of dwelling, skilling and belonging as a novel framework for ‘starting with trees’. © 2024 The Author(s). British Educational Research Journal published by John Wiley & Sons Ltd on behalf of British Educational Research Association.;;;Sim
Mother-Led-Science-Rethinking-Science;Mother-Led Science: Rethinking Science-Based Social Movements Through Temporality and Care;"Smith, Geneva M.; Smith, Lindsay A.";2025;Science Technology and Human Values;https://doi.org/10.1177/01622439241289627;snowballing Making-time-for-soil;;;;;;;This article explores the subjective and temporal modes of organizing underlying science-based social movements through an analysis of two mother-led movements in Argentina. The Abuelas de Plaza de Mayo appropriated forensic anthropology and nascent DNA technologies to identify their disappeared grandchildren during the 1976–83 dictatorship. The Madres de Ituzaingó Anexo developed community-led epidemiology studies and agrochemical contamination mapping to argue for a causal relation between intensive pesticide use and high rates of childhood illnesses. We focus on how these movements delineate visions of time, responsibility, and collective action by closely examining the underlying histories and practices of each social movement as they politicized motherhood and appropriated scientific practice. We offer the concept of mother-led science through the temporal registers of constancy, desgaste, and durability to illuminate the iterative relationship between care work, creating sustainable communities and institutions, and the fragile processes of stabilizing facts. Mother-led science, with its dual claims to scientific authority in an epistemic register and maternal authority in an affective register, articulates a potent form of scientific organizing. We suggest that these affective temporalities may be present across all science-based social movements but can be obscured by narratives of linear progress toward objective truths. © The Author(s) 2024.;;;
Time-with-houseplants;Time with houseplants: A sociological analysis of temporalities, affective entanglements and practices of care;"Carabelli, Giulia; Lyon, Dawn";2025;Sociological Review;https://doi.org/10.1177/00380261251335747;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Time-with-houseplants.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;This article contributes to a sociology of time and rhythm as well as a sociology of human–plant relations. It argues that sociology should take an interest in houseplants because studying human-plant relations in the domestic sphere offers novel possibilities for exploring wider sociological themes such as multispecies interactions, intimacy and identity as well as time and everyday life. The article analyses houseplant care practices and their significance for (re)shaping everyday rhythms and routines during the COVID-19 pandemic. First, we discuss plant care as re-making time in lockdown during which new rhythms emerge and plants themselves become temporal devices which structure everyday life. Second, we discuss how affective human–houseplant bonds resulting from routine care-practices lead to a new feeling for time that materialised as an intensification of the present. In the final part, we position our empirical data within the broader literature on the transformative potential of everyday life. This leads us to explore plant care as the making of new habits and routines that can reshape our understanding of the present and future. Overall, this article shows how the practices of domestic plant care in lockdown including recognition of the temporalities and rhythms of the plants themselves reshaped the experience of time of our respondents. © The Author(s) 2025.;;;Sim
Reconstructing-the-self;Reconstructing the ‘self’: representation tactics for multispecies empathy;Bolivar, Sarah;2025;Landscape Research;https://doi.org/10.1080/01426397.2025.2495922;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Reconstructing-the-self.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;Humans have been accelerating biodiversity loss through spatial changes in land and sea use. Pursuing resource accumulation and exploitation, nation-states have relied on human-centric policy and development. Professionals shaping the built environment—architects, landscape architects, engineers, and urban planners—are uniquely positioned to help humans envision coinhabiting with the more-than-human world. This essay argues that fostering multispecies empathy—the cognitive and emotional capacity to feel as other beings—is essential for this vision. Drawing on Dr. Petra Tschakert’s heuristic framework for ‘encountering the Unknown Other’, Indigenous scholarship, landscape architecture, and other fields, this essay contends that humans must perceive themselves as extensions of their more-than-human counterparts to empathise with other beings. Using this conceptual orientation, designers can foster multispecies empathy through representation tactics, such as relational space-time, more-than-human agency, and co-labour = co-flourishing. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;;;Sim
Soils-and-Subsoils-in-STS;Soils and Subsoils in STS: Technosciences and Underground Entities;"Laurent, Brice; Merlin, Julien; Meulemans, Germain";2025;Science and Technology in Society;https://doi.org/10.1002/9781394388516.ch10;snowballing Making-time-for-soil;;;;;;"Ecology; Energy transition; Energy transitions; Science and technology studies; Terrestrial soils; Time of transitions; Soils";Today's ambitions for ecological and energy transition highlight the central role of the sites of production and extraction of natural resources, and connect soils and subsoils with technical, scientific, economic and political questions. As a result, soils and subsoils have been the subject of recent interest in science and technology studies (STS). This chapter begins by discussing the relationships between the critique of soil and subsoil sciences and (post)colonial issues. It presents works that have analyzed the transformation of soils and subsoils into resources. The chapter discusses the questions raised by the use of soils and subsoils in times of transition. Echoing Latour's invitation to develop a policy of the “terrestrial”, soils and subsoils open up stimulating avenues of research for STS, consisting of exploring the making of the territory, in all its material, epistemic, economic and social thickness, as well as attachments to it. © ISTE Ltd 2025.;;;
Rural-geography-I;Rural geography I: Why should rural geographers ‘care’?;Stenbacka, Susanne;2025;Progress in Human Geography;https://doi.org/10.1177/03091325251357024;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Rural-geography-I.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;This report presents the breadth of themes in current research where rural geography and care intersects. Relationships and dimensions of interdependence and distribution of power are addressed. Noting an increasing interest for caring relations in society and the agency of multiple actors, for public contexts such as landscape management and workplaces, I suggest that rural geographers pay attention to the opportunity to “spatialize” care theory development and inform rural policy formulation. Rural geography holds the potential to highlight spatial factors that invite to caring or uncaring and thereby influence rural living conditions in a broad sense. © The Author(s) 2025. This article is distributed under the terms of the Creative Commons Attribution 4.0 License (https://creativecommons.org/licenses/by/4.0/) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page (https://us.sagepub.com/en-us/nam/open-access-at-sage).;;;Sim
Grasping-onto-land;Grasping onto land: the emotional political ecology of land on the Tonle Sap Lake Wetlands;"Chann, Sopheak; Beban, Alice; Wisesjindawat-Fink, Wisa";2025;Journal of Peasant Studies;https://doi.org/10.1080/03066150.2025.2543315;snowballing Making-time-for-soil;;;;;;;This article examines the socio-ecological disruptions faced by floating communities on Tonle Sap Lake, Cambodia, due to environmental changes and state interventions. Through the lens of emotional political ecology, we draw on multidisciplinary research methods, including participatory mapping, photovoice, and ethnography, to study people’s relationships with changing waterscapes and their desire for land. As a response to discussions of ‘land grabbing’, we introduce the concept of land ‘grasping’–attempting to secure land amid increasing precarity–to highlight the emotional dimensions of land politics. This study reveals how grasping for landresults in significant costs, including debt and exposure to violence. © 2025 Informa UK Limited, trading as Taylor & Francis Group.;;;
Seed-saving-and-seed-sharing;SEED SAVING AND SEED SHARING: OCCUPYING A LIMINAL LEGAL SPACE;"Ashley, Louisa; Rodríguez Herrera, Diana María; Hummel, Agata";2025;Studia Socjologiczne;https://doi.org/10.24425/sts.2025.154902;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Seed-saving-and-seed-sharing.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;This article explores seed-saving and sharing as acts of resistance within a legally liminal space, challenging an exclusionary legal framework shaped by anthropocentric and capitalocenic perspectives. The Corporate Seed Regime has displaced long-standing local seed systems, prioritizing individual ownership over commons, peasant rights, and indigenous ontologies. Drawing on Victor Turner’s concept of liminality, we examine this space as one of critique, and with potential of reform and new sociopolitical system. Through desk research and fieldwork in the UK and Colombia, we compare resistance tactics of local seed organizations. Our findings highlight a growing global movement, led by the Global South, that promotes alternative seed discourses and everyday sharing practices, now influencing the Global North. This movement underscores the polarization between informal, community-driven seed exchange and formalized legal systems, illustrating ongoing struggles for seed sovereignty and posthuman legal recognition. © 2025, Polska Akademia Nauk. All rights reserved.;;;Sim
The-Ecological-Rhythm-of-Mastery-of-Non-Mastery;The Ecological Rhythm of Mastery of Non-Mastery: Disaster, Ecological Reparation and Biodiversity from Southern Italy;Milazzo, Enrico;2025;Tecnoscienza;https://doi.org/10.6092/issn.2038-3460/18810;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\The-Ecological-Rhythm-of-Mastery-of-Non-Mastery.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;In Salento, since the bacteria Xylella fastidiosa outbreak in 2013, the frictions between temporalities of care and technoscience exposed the issues of the governmental state of emergency imposed since 2013. The disaster – a hecatomb of millions of olive trees – set its own temporality, dictated by the rhythm of the bacteria spreading through the environment. Drawing from ecological reparations in Salento’s aftermath, and from co-evolutionary practices in Sicilian biodiversity, I will outline the features of the temporal experience and rhythms of an ecosystem, particularly those that can no longer be governed. These ethnographic insights contextualize and inquire into Mastery of the non-Mastery, a political and ethical stance colliding nature and culture: for Michael Taussig, MNM is the way to tackle climate change (2020). Wild and feral biologies in the ecosystem oppose the rationality of modern agriculture, while marginalized human-beings, forgotten plants or animals, and discarded lands stand out as assemblages, despite the pervasivity of market-economy and extractivism. If care, ecological reparation and coevolution retrace, just like MNM does, methods of production and reproduction of human/nature relationship outside the extractivist perspective, I question the role of technoscience to help build temporalities of care and ecological repair rather than human frames of mastery over nature. © The Author(s) 2025.;;;Sim
Tending-to-Yosemite;Tending to Yosemite;Milligan, Brett;2025;Landscape Research;https://doi.org/10.1080/01426397.2025.2516013;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Tending-to-Yosemite.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;This article is an investigation into the caring for landscapes in a time of accelerating change and the context of decolonising efforts. Care—as label, concept or set of practices—is complex, multifaceted, and plays a major role in determining how landscapes look and function across social, aesthetic, material, ecological, and political domains. Synthesising recent cross-disciplinary scholarship of care, I build a conceptual framework for the care of landscapes and apply that framework through a case study of land-fire stewardship and conservation efforts in Yosemite National Park, California, where I have conducted extensive fieldwork, interviews, and archival research. In discussion, I reflect on what was learned from this application, and in conclusion, put forth a set of salient questions, challenges and speculations on what the future of landscape care might become, in attempting to equitably adapt to changing climates and entangled social-ecological-political realities. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;;;Sim
Mobility-milieu-and-the-ethos-of-care;Mobility, milieu and the ethos of care: Exploring the rabari camel-pastoralist kinship of Western India;"Shah, Rhea; Maru, Natasha";2025;Landscape Research;https://doi.org/10.1080/01426397.2025.2517757;snowballing Making-time-for-soil;;;;;;;This paper throws light on how mobility is practiced as a unique form of care by the Rabari pastoralists of Gujarat. The Rabari-camel pastoralist communities traverse the arid lands of Western India to ensure the health of the camels, the vitality of the environment and the economic and social sustenance of the Rabari. It shows the ways that mobility is co-constituted, embodied and enacted as an inextricable relationship between the pastoralists, the animals and the environment. Through the practice of multi-species - mobility the conceptual and sensually experienced landscapes merge into the ‘milieu’. It shows how the dynamic, sensory and material Rabari ‘milieu’ is threatened by mainstream spatial politics, and sedentist, dualist imaginaries. Finally, it examines how reciprocity and care is leveraged as a adaptation and survival mechanism under growing pressures. © 2025 Landscape Research Group Ltd.;;;
Ethnography-of-DIY-revisionism;Ethnography of DIY revisionism: unfinished reburials and right-wing populism in Hungary;Szafonova, Tatyjana;2025;Journal of Contemporary Central and Eastern Europe;https://doi.org/10.1080/25739638.2025.2489308;snowballing Making-time-for-soil;;;;;;;This article examines the phenomenon of reburials as a manifestation of historical revisionism in Hungary, with a particular focus on their role in shaping national identity and iconography. The article explores the transformative nature of reburials, highlighting their role in reclaiming individuals as martyrs and as a tool for historical revisionism. The study draws on ethnographic research to provide insights into vernacular reburials and alternative commemorations, demonstrating how reburials can challenge established orders. Furthermore, the author introduces a new approach that emphasizes the active role of local agents and more broadly shows reburials and revisionism as contested processes involving multiple participants, including non-humans such as soil. © 2025 Informa UK Limited, trading as Taylor & Francis Group.;;;
Environmental-STS;Environmental STS;"Baya-Laffite, Nicolas; Boudia, Soraya; Granjou, Céline";2025;Science and Technology in Society;https://doi.org/10.1002/9781394388516.ch9;snowballing Making-time-for-soil;;;;;;"Natural environment; Anthropocene; Case-studies; Environmental issues; Environmental justice; Global environment; Mobilisation; Anthropogenic";In this chapter, the authors have chosen to structure our discussion around three key analytical avenues, without aiming for exhaustiveness. Each avenue highlights a foundational approach and demonstrates how it is applied to specific objects and case studies. The first avenue, likely the earliest lens through which STS approached environmental issues, stems from the centrality of materiality, particularly as influenced by feminist studies and the various propositions that emerged from them. The second avenue introduces another significant STS approach, which is the denaturalization of the global environment. The third avenue stems from the body of work devoted to environmental justice, and it shifts the focus downward, toward collective mobilizations in response to the social, racial and epistemic inequalities that shape our societies. The chapter briefly highlights the questions raised by environmental STS within the broader context of debates on the Anthropocene. © ISTE Ltd 2025.;;;
Back-to-nature-or-full-throttle;‘Back to nature’ or ‘full throttle with science and technology’ for sustainable agriculture?;Straatsma, Gerben;2025;Plant and Soil;https://doi.org/10.1007/s11104-025-07423-5;snowballing Making-time-for-soil;;;;;;;Introduction: The transformation of agriculture is essential to addressing global sustainability challenges. Any transformation first requires a perspective. Our view of agriculture is linked to our view of naturalness, artificiality, and unnaturalness. A contrast exists between those who prioritize naturalness as a guiding principle and those who advocate for science and technology. This study examines the philosophical and psychological foundations of these perspectives to help scientifically trained readers navigate the public discourse on sustainable agriculture. Naturalness: The emphasis on naturalness has several roots. Naturalness is associated with purity, authenticity, and moral virtue, shaping preferences in agriculture, environmental policies, and medicine. Philosophical and psychological work suggests the role of intuitive reasoning in shaping these constructs, which can contribute to cognitive biases that influence perceptions of sustainability. Science and Technology: A science-driven approach to sustainability emphasizes rational analysis, technological innovation, and evidence-based decision-making. The scientific community often underestimates how normative values and biases shape public acceptance of technological solutions, which may be perceived as unnatural. Two Cases: The contrast between naturalness and unnaturalness is illustrated through the approaches of organic agriculture and sustainable intensification. Organic agriculture is rooted in commitments to naturalness, but faces challenges such as lower yields. Sustainable intensification emphasizes science and artificial, technological solutions but encounters scepticism in shaping agriculture. Final remark: Bridging a philosophical and psychological contrast is essential for formulating a comprehensive sustainability strategy. An inclusive discourse, informed by awareness of perspectives, can help reconcile competing visions for the future of agriculture. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2025.;;;
Creating-alternative-future-trajectories-for-carbon-farming;Creating alternative future trajectories for carbon farming through a relational lens: pathways towards transformative social-ecological change in the European Union;"Barrineau, Susanna; Do, Thao; Powell, Neil";2025;Ecosystems and People;https://doi.org/10.1080/26395916.2025.2461535;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Creating-alternative-future-trajectories-for-carbon-farming.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Sweden; carbon; ecological impact; European Union; farming system; social change; stakeholder; sustainability";This paper investigates how futures thinking and relational thinking may expand practices and strategies in agriculture that aim for sustainability. Using carbon farming as a case where relational thinking is brought into conversation with futures thinking, we explore how imaginaries of sustainability transformations can be further expanded to include ways of knowing, being, and doing that imagine more radical, relational, and ethical futures. Based on the analysis of a diverse empirical material including European Union reports, focus group discussions, and workshops with carbon farming stakeholders in Sweden using the futures method Causal Layered Analysis, this paper offers a critical relational lens for approaching and evaluating strategies and practices that aim for sustainability transformations in agricultural systems. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;;;Sim
Gendered-Perceptions-of-Public-Services;Gendered Perceptions of Public Services: Quality, Equality of Treatment, and Corruption in Chile;"Cazzuffi, Chiara; Retamal, Patricia";2025;Public Administration;https://doi.org/10.1111/padm.70004;snowballing Making-time-for-soil;;;;;;;Public services in Latin America face persistent challenges that affect access, quality, and fairness, particularly for women and marginalized groups. This study examines gendered differences in public service perceptions in Chile, focusing on quality, equality of treatment, and corruption in education, health, and law enforcement. Using data from the Index of Perceptions of Governance Quality at the Regional Level, we investigate whether women perceive public services more negatively than men and whether explanatory factors differ by gender. Employing linear, multilevel, and seemingly unrelated regression models, we analyze individual-level and municipal-level variables. Women report greater perceptions of inequality and corruption in health and law enforcement, with indigenous women expressing the most negative views. Female municipal leadership is associated with lower perceived corruption among women. These findings contribute to public administration scholarship by integrating care theory, representative bureaucracy, and policy feedback to inform gender-sensitive approaches to public service reform. © 2025 John Wiley & Sons Ltd.;;;
Knowing-soils-Perspectives-beyond;Knowing soils – Perspectives beyond growth in carbon farming;Barrineau, Susanna;2025;Journal of Political Ecology ;https://doi.org/10.2458/jpe.5919;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Knowing-soils-Perspectives-beyond.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Sweden; agricultural soil; carbon emission; farming system";"This article works with the idea that radical solutions in agri-food systems require multiple ways of knowing soils beyond the dominant scientific practices. Using a relational lens that invites us to think with soils, this article lifts our gaze to human-soil relationships in creating post-growth food systems. In the context of a grassroots initiative in Sweden that advances regenerative carbon farming as a transformational pathway to food systems within planetary boundaries, poetic inquiry is used to bring the often-unheard perspectives of “knowing soils” to the fore; how we know about soils matters. © (2025), (University of Arizona Libraries). All rights reserved.";;;Sim
